School_ID,Legacy_Unit_ID,Finance_ID,Short_Name,Long_Name,Primary_Category,Is_High_School,Is_Middle_School,Is_Elementary_School,Is_Pre_School,Summary,Administrator_Title,Administrator,Secondary_Contact_Title,Secondary_Contact,Address,City,State,Zip,Phone,Fax,CPS_School_Profile,Website,Facebook,Twitter,Youtube,Pinterest,Attendance_Boundaries,Grades_Offered_All,Grades_Offered,Student_Count_Total,Student_Count_Low_Income,Student_Count_Special_Ed,Student_Count_English_Learners,Student_Count_Black,Student_Count_Hispanic,Student_Count_White,Student_Count_Asian,Student_Count_Native_American,Student_Count_Other_Ethnicity,Student_Count_Asian_Pacific_Islander,Student_Count_Multi,Student_Count_Hawaiian_Pacific_Islander,Student_Count_Ethnicity_Not_Available,Statistics_Description,Demographic_Description,Dress_Code,PreK_School_Day,Kindergarten_School_Day,School_Hours,Freshman_Start_End_Time,After_School_Hours,Earliest_Drop_Off_Time,Classroom_Languages,Bilingual_Services,Refugee_Services,Title_1_Eligible,PreSchool_Inclusive,Preschool_Instructional,Significantly_Modified,Hard_Of_Hearing,Visual_Impairments,Transportation_Bus,Transportation_El,Transportation_Metra,Average_ACT_School,Mean_ACT,College_Enrollment_Rate_School,College_Enrollment_Rate_Mean,Graduation_Rate_School,Graduation_Rate_Mean,Rating_Status,Rating_Statement,Classification_Description,School_Year,Third_Contact_Title,Third_Contact_Name,Fourth_Contact_Title,Fourth_Contact_Name,Fifth_Contact_Title,Fifth_Contact_Name,Sixth_Contact_Title,Sixth_Contact_Name,Seventh_Contact_Title,Seventh_Contact_Name,Network,Is_GoCPS_Participant,Is_GoCPS_PreK,Is_GoCPS_Elementary,Is_GoCPS_High_School,Open_For_Enrollment_Date,Closed_For_Enrollment_Date,School_Latitude,School_Longitude,Location,multiSensory,SignificantlyModifiedMOD,transition
610037,4470,24171,LIBBY,Arthur A Libby Elementary School,ES,FALSE,TRUE,TRUE,TRUE,"<p>Libby Elementary &amp; Middle School is a well-rounded, child-focused school on the South Side of Chicago. We have a nationally recognized middle school program and an outstanding elementary school program. We are a community school with the YMCA, offering numerous of opportunities for our children before, after and throughout the school day.&nbsp; Libby takes a strong stance on student growth in self-discipline, decision making and the arts, all in focus on developing well-rounded children, growing into caring and contributing young adults.&nbsp; <br /><br />Principal will open slots to parents outside the attendance area, whose children have, great attendance, solid academic performance and a desire to contribute positively to Libby Elementary &amp; Middle School.&nbsp; Slots will be determined available after short application is filled out, interview with principal and decision made by the ILT team.&nbsp;&nbsp; Please reach out to the main office if you are interested in meeting with the principal and joining the Libby Elementary &amp; Middle School family.&nbsp; </p>",Principal,Tamesha A Carter,Assistant Principal,Stephanie Jones,5300 S LOOMIS BLVD,Chicago,Illinois,60609,7735359050,7735359383,https://www.cps.edu/schools/schoolprofiles/610037,https://libby.cps.edu,,,,,TRUE,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",249,192,63,70,141,103,4,0,0,0,0,1,0,0,There are 249 students enrolled at LIBBY.  77.1% are Low Income Students.  25.3% are Diverse Learners.  28.1% are Limited English Learners.,The largest demographic at LIBBY is Black.  This demographic makes up 56.6% of the student population.  The second greatest demographic is Hispanic at 41.4%.,TRUE,Full Day,Full Day,9:00  AM - 4:00  PM,,Must Apply Through YMCA,8:40 AM,,TRUE,,TRUE,,,,,,"9, 55","Green,Orange,Red",,,,,,,,GOOD STANDING,"Due to the effects of COVID-19, there is no school rating for SY 2022. Visit the <a href = 'https://www.cps.edu/strategic-initiatives/accountability-redesign/' target = '_blank'>Accountability Redesign page</a> for more information on how the district is redesigning its accountability system.","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2022-2023,,,,,,,,,,,Network 8,TRUE,FALSE,TRUE,FALSE,9/1/2004,,41.797685,-87.659933,POINT (-87.659933 41.797685),0,1,0
610038,4480,24191,LINCOLN,Abraham Lincoln Elementary School,ES,FALSE,TRUE,TRUE,FALSE,"Lincoln School is a neighborhood school that offers a humanities-based curriculum which features school-wide arts integration and specialized programs in French, music, art, and instrumental band.",Principal,Eric J Fay,Assistant Principal,Dewitt Love,615 W KEMPER PL,Chicago,Illinois,60614,7735345720,7735345778,https://www.cps.edu/schools/schoolprofiles/610038,https://www.lincolnelementary.org,,,,,TRUE,"K,1,2,3,4,5,6,7,8",K-8,846,84,60,61,83,75,489,113,0,0,0,76,2,8,There are 846 students enrolled at LINCOLN.  9.9% are Low Income Students.  7.1% are Diverse Learners.  7.2% are Limited English Learners.,The largest demographic at LINCOLN is White.  This demographic makes up 57.8% of the student population.  The second greatest demographic is Asian at 13.4%.,FALSE,,Full Day,08:45 AM-03:45 PM,,,8:25 AM,,,,FALSE,,,,,,"11, 22, 36, 74","Purple,Brown,Red",,,,,,,,GOOD STANDING,"Due to the effects of COVID-19, there is no school rating for SY 2022. Visit the <a href = 'https://www.cps.edu/strategic-initiatives/accountability-redesign/' target = '_blank'>Accountability Redesign page</a> for more information on how the district is redesigning its accountability system.","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2022-2023,,,,,,,,,,,Network 4,TRUE,FALSE,TRUE,FALSE,9/1/2004,,41.924525,-87.644497,POINT (-87.644497 41.924525),0,0,0
610039,4490,24201,VON LINNE,Carl von Linne Elementary School,ES,FALSE,TRUE,TRUE,TRUE,"Linne is a neighborhood school with a rich tradition of serving students in the Avondale community for over 120 years. Partnerships with Hubbard Street Dance, Joffrey Ballet, The Chicago Jazz Philharmonic, Urban Gateways, Forward Momentum Chicago and Communities in Schools help to provide a comprehensive, integrated Fine Arts program. &nbsp;In addition, Linne offers an inquiry based science curriculum with two dedicated science labs, state of the art technology with two computer labs, 1:1 student to laptop ratio, iPads, and interactive white boards in all classrooms. An optional &nbsp;Spanish/English Dual Language Program gives students the opportunity to become biliterate. &nbsp;A full culinary arts kitchen, ceramics room and kiln, dance studio, and music room support our mission of educating the whole child.<br />",Principal,Gabriel Antonio Parra,Assistant Principal,Gabriel Parra,3221 N SACRAMENTO AVE,Chicago,Illinois,60618,7735345262,7735345287,https://www.cps.edu/schools/schoolprofiles/610039,https://www.linneschool.org,,https://twitter.com/VonLinneElem,,,TRUE,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",674,315,98,197,24,485,121,6,3,0,0,29,3,3,There are 674 students enrolled at VON LINNE.  46.7% are Low Income Students.  14.5% are Diverse Learners.  29.2% are Limited English Learners.,The largest demographic at VON LINNE is Hispanic.  This demographic makes up 72% of the student population.  The second greatest demographic is White at 18%.,TRUE,Full Day,Full Day,08:00 AM-03:00 PM,,3:00-6:00,7:30,Spanish,TRUE,,TRUE,,,,,,,Blue,,,,,,,,GOOD STANDING,"Due to the effects of COVID-19, there is no school rating for SY 2022. Visit the <a href = 'https://www.cps.edu/strategic-initiatives/accountability-redesign/' target = '_blank'>Accountability Redesign page</a> for more information on how the district is redesigning its accountability system.","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2022-2023,,,,,,,,,,,Network 4,TRUE,FALSE,TRUE,FALSE,9/1/2004,,41.940009,-87.702635,POINT (-87.702635 41.940009),0,0,0
610040,4500,24221,LLOYD,Henry D Lloyd Elementary School,ES,FALSE,FALSE,TRUE,TRUE,"Lloyd is dedicated to creating students that are Safe, Respectful and Responsible. Through technology integration, data informed instruction and teacher leadership, Lloyd provides quality education for all students.<br />  <br />  Our goal is for each student - ELL, diverse learner, above and below grade level-- to leave Lloyd ready for the academic and social expectations of middle school, high school and college/career to compete in a global economy.<br />  <br />  Be Safe, Be Respectful and Be Responsible.<br />",Principal,Laurel Salgado Jr,Assistant Principal,Ms. Michelle Quinton,2103 N LAMON AVE,Chicago,Illinois,60639,7735343070,7735343388,https://www.cps.edu/schools/schoolprofiles/610040,https://lloydschool.org,,,,,TRUE,"PK,K,1,2,3,4,5","PK,K-5",808,607,109,461,11,780,8,0,4,0,0,4,0,1,There are 808 students enrolled at LLOYD.  75.1% are Low Income Students.  13.5% are Diverse Learners.  57.1% are Limited English Learners.,The largest demographic at LLOYD is Hispanic.  This demographic makes up 96.5% of the student population.  The second greatest demographic is Black at 1.4%.,TRUE,Half Day,Full Day,08:00 AM - 03:00 PM,,,7:45 AM,"Spanish, Spanish for Heritage Speakers",TRUE,,TRUE,TRUE,,,,,"54, 73",,,,,,,,,GOOD STANDING,"Due to the effects of COVID-19, there is no school rating for SY 2022. Visit the <a href = 'https://www.cps.edu/strategic-initiatives/accountability-redesign/' target = '_blank'>Accountability Redesign page</a> for more information on how the district is redesigning its accountability system.","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2022-2023,Assistant Principal,Ms. Maria Luisa Gonzalez,Karen Horvath,ELPT,Taina Rodriguez-Encarnacion,Counselor,Mary Stalzer,Case Manager,,,Network 3,TRUE,FALSE,TRUE,FALSE,9/1/2004,,41.918814,-87.748515,POINT (-87.748515 41.918814),0,0,0
610041,4510,24231,LOCKE J,Josephine C Locke Elementary School,ES,FALSE,TRUE,TRUE,TRUE,"<p>  Notice regarding the temporary relocation of 7th and 8th  grade students at Josephine C. Locke Elementary School, located at 2828 North  Oak Park Avenue, Chicago, Illinois 60634, to Charles P. Steinmetz College Prep,  located at 3030 North Mobile Avenue, Chicago, Illinois 60634.  </p>  <p>  During a comprehensive replacement of Locke&rsquo;s  roof, the structural engineer overseeing the renovation identified extensive  concrete deterioration following the removal of the masonry. The concrete  deterioration is structurally significant and potentially compromises the  capacity of the beam that supports the mansard roof framing of the second floor  classrooms of the west side of the school. The structural engineer determined  that relocating the west side second floor classrooms is appropriate and in the  best interest of student safety.  </p>  <p>On September 11, 2019, upon notification from  the structural engineer that the west side second floor classrooms would need  to be evacuated, Locke administration relocated students to alternate locations  within the school on a temporary basis.  </p>  <p>To ensure the continued safety of students and  staff, starting Monday, September 16, 2019, all 7th and 8th grade students will  move to an interim facility, Steinmetz College Prep, which is less than one  mile from Locke Elementary School. It is expected that 7th and 8th grade  students will return to Locke on January 6, 2020.&nbsp; More information  regarding this emergency relocation is detailed in the notice letter to parents  and guardians of students.  </p>  <p>The district is unable to comply with applicable  requirements pursuant to 105 ILCS 5/34-200 through 5/34-235 due to the  unexpected nature of this incident and imminent safety concerns. It further  imposes restrictive timelines that would impede the school&rsquo;s ability to  immediately address safety concerns.  </p>",Principal,John Gerard Fitzpatrick,Principal,John Fitzpatrick,2828 N OAK PARK AVE,Chicago,Illinois,60634,7735343300,7735343168,https://www.cps.edu/schools/schoolprofiles/610041,https://lockeschool.org,,,,,TRUE,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",1126,820,209,462,38,939,128,10,0,0,0,7,3,1,There are 1126 students enrolled at LOCKE J.  72.8% are Low Income Students.  18.6% are Diverse Learners.  41% are Limited English Learners.,The largest demographic at LOCKE J is Hispanic.  This demographic makes up 83.4% of the student population.  The second greatest demographic is White at 11.4%.,TRUE,Half Day,Full Day,7:45 am-2:45 pm,,,7:30am,Spanish,TRUE,,TRUE,TRUE,,,,,,,,,,,,,,GOOD STANDING,"Due to the effects of COVID-19, there is no school rating for SY 2022. Visit the <a href = 'https://www.cps.edu/strategic-initiatives/accountability-redesign/' target = '_blank'>Accountability Redesign page</a> for more information on how the district is redesigning its accountability system.","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2022-2023,Assistant Principal,Deborah O'Brien,Assistant Principal,Maureen Komperda,Assistant Principal,Noemi Ramos,,,,,Network 3,TRUE,FALSE,TRUE,FALSE,9/1/2004,,41.931762,-87.795604,POINT (-87.795604 41.931762),0,0,0
610043,4530,24241,LOVETT,Joseph Lovett Elementary School,ES,FALSE,TRUE,TRUE,TRUE,"<p>Our vision at Joseph Lovett Elementary School is for our students to Love it at Lovett: As a result of engaged, personalized instruction, coupled with strong school/family collaboration, our students leave us not only meeting or exceeding state academic standards, but also motivated, hungry, and excited about learning, with the skills, habits, and dispositions necessary for college and career success in the 21st century. </p>  <p>To achieve our vision, our mission at Joseph Lovett Elementary is to engage our students in a personalized Learning environment that is learner led, learner focused, and learner paced. We will help students develop a lifetime love for learning in our technologically integrated, anytime-anywhere project-based learning curriculum, where students are in the driver's seat of their own learning.</p>",Principal,Joseph N Campbell,Assistant Principal,Tracey Garfield,6333 W BLOOMINGDALE AVE,Chicago,Illinois,60639,7735343130,7735343384,https://www.cps.edu/schools/schoolprofiles/610043,https://lovettelementary.org,http://www.facebook.com/lovettelementary,http://twitter.com/lovettelem,https://www.youtube.com/watch?v=UCCwI3SbbL4,,TRUE,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",336,246,50,52,251,80,2,0,2,0,0,1,0,0,There are 336 students enrolled at LOVETT.  73.2% are Low Income Students.  14.9% are Diverse Learners.  15.5% are Limited English Learners.,The largest demographic at LOVETT is Black.  This demographic makes up 74.7% of the student population.  The second greatest demographic is Hispanic at 23.8%.,TRUE,Full Day,Full Day,08:45 AM-03:45 PM,,,8:35am,,TRUE,,TRUE,,,,,,"86, 91",,Milwaukee District West (MD-W),,,,,,,GOOD STANDING,"Due to the effects of COVID-19, there is no school rating for SY 2022. Visit the <a href = 'https://www.cps.edu/strategic-initiatives/accountability-redesign/' target = '_blank'>Accountability Redesign page</a> for more information on how the district is redesigning its accountability system.","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2022-2023,Counselor,Lynda York,,,,,,,,,Network 3,TRUE,FALSE,TRUE,FALSE,9/1/2004,,41.912718,-87.783919,POINT (-87.783919 41.912718),0,0,0
610044,4540,24251,LOWELL,James Russell Lowell Elementary School,ES,FALSE,TRUE,TRUE,TRUE,"<p>Our vision at Lowell Elementary School and Munoz-Marin/Lowell Primary School is to develop creative thinkers and compassionate problem solvers by providing a safe, democratic, and positive environment in which all students are motivated to learn.&nbsp;</p>  <p>Create&nbsp;a&nbsp;culture&nbsp;that&nbsp;reflects&nbsp;high&nbsp;expectations&nbsp;for&nbsp;all&nbsp;students&nbsp;and&nbsp;enables&nbsp;practice&nbsp;and&nbsp;perseverance&nbsp;for&nbsp;each&nbsp;individual&nbsp;student Engage&nbsp;students&nbsp;in&nbsp;learning&nbsp;and&nbsp;foster&nbsp;student&nbsp;ownership Use&nbsp;questioning&nbsp;and&nbsp;discussion&nbsp;as&nbsp;techniques&nbsp;to&nbsp;deepen&nbsp;student&nbsp;understanding Plan&nbsp;and&nbsp;assign&nbsp;tasks&nbsp;that&nbsp;are&nbsp;cognitively&nbsp;challenging&nbsp;for&nbsp;individual&nbsp;students&nbsp;and&nbsp;require&nbsp;students&nbsp;to&nbsp;provide&nbsp;evidence&nbsp;of&nbsp;their&nbsp;reasoning Provide&nbsp;students&nbsp;frequent,&nbsp;informative&nbsp;feedback Persist&nbsp;in&nbsp;adjusting&nbsp;instruction&nbsp;so&nbsp;individual&nbsp;student&nbsp;misunderstandings&nbsp;or&nbsp;advanced&nbsp;needs&nbsp;are&nbsp;successfully&nbsp;accommodated Engage&nbsp;all&nbsp;learners&nbsp;in&nbsp;content&nbsp;areas&nbsp;by&nbsp;differentiating&nbsp;and&nbsp;fully&nbsp;integrating&nbsp;opportunities&nbsp;for&nbsp;all&nbsp;learnersTasks&nbsp;convey&nbsp;the&nbsp;key&nbsp;shifts&nbsp;and&nbsp;practices&nbsp;of&nbsp;the&nbsp;discipline.&nbsp;(See&nbsp;departmental&nbsp;guidance&nbsp;for&nbsp;Arts&nbsp;Education,&nbsp;Health&nbsp;and&nbsp;Physical&nbsp;Education,  Literacy,&nbsp;Math,&nbsp;Science,&nbsp;Social&nbsp;Science&nbsp;&amp;&nbsp;Civic&nbsp;Engagement)</p>  <style>      .tb_button {padding:1px;cursor:pointer;border-right: 1px solid #8b8b8b;border-left: 1px solid #FFF;border-bottom: 1px solid #fff;}.tb_button.hover {borer:2px outset #def; background-color: #f8f8f8 !important;}.ws_toolbar {z-index:100000} .ws_toolbar .ws_tb_btn {cursor:pointer;border:1px solid #555;padding:3px}   .tb_highlight{background-color:yellow} .tb_hide {visibility:hidden} .ws_toolbar img {padding:2px;margin:0px}  </style>",Principal,Ana Maria Rodriguez,Other,,3320 W HIRSCH ST,Chicago,Illinois,60651,7735344300,7735344306,https://www.cps.edu/schools/schoolprofiles/610044,http://lowell.cps.edu,,,,,TRUE,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",305,249,101,113,80,214,5,0,0,0,0,6,0,0,There are 305 students enrolled at LOWELL.  81.6% are Low Income Students.  33.1% are Diverse Learners.  37% are Limited English Learners.,The largest demographic at LOWELL is Hispanic.  This demographic makes up 70.2% of the student population.  The second greatest demographic is Black at 26.2%.,TRUE,Half Day,Full Day,07:30 AM-02:30 PM,,,,,TRUE,,TRUE,TRUE,TRUE,,,,"72, 82",,,,,,,,,GOOD STANDING,"Due to the effects of COVID-19, there is no school rating for SY 2022. Visit the <a href = 'https://www.cps.edu/strategic-initiatives/accountability-redesign/' target = '_blank'>Accountability Redesign page</a> for more information on how the district is redesigning its accountability system.","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2022-2023,,,,,,,,,,,Network 5,TRUE,FALSE,TRUE,FALSE,9/1/2004,,41.90652,-87.710217,POINT (-87.710217 41.90652),0,1,0
610046,4560,24281,LYON,Mary Lyon Elementary School,ES,FALSE,TRUE,TRUE,TRUE,"<p><br />Mary Lyon School wants each student to be developed as a whole child in preparation for college, their future career paths, and 21st century demands. As a school community we work together to motivate our students. At Mary Lyon, we want our students to have the opportunity to dig deeper into subjects that interest them, develop advanced research and communication skills, and learn to tap their creative, problem-solving, and analytical potential while collaborating with others. Mary Lyon Faculty and Staff strive each day to give our children access to rigorous grade-level work. At Mary Lyon our goal is to build student confidence and help them learn the essential time management and study skills needed to be prepared for college and career success. <br />Our children inspire our faculty, staff, and community every day.&nbsp; Our enrichment offerings of orchestra, band, athletics, art, gardening, computers, PATHS, and library help to develop the whole child. Mary Lyon students are proud to be &ldquo;The Lions!&rdquo; and believe in our R. O. A. R. S.&nbsp;&nbsp; (Being Respectful, Organized, Accountable, Responsible, and Safe).&nbsp; Mary Lyon is proud to be a CPS Network 3 School.</p>",Principal,Clifford Quentin Gabor,Assistant Principal,Mrs. Erika Padilla,2941 N MCVICKER AVE,Chicago,Illinois,60634,7735343120,7735343375,https://www.cps.edu/schools/schoolprofiles/610046,https://www.marylyonschool.com,,,,,TRUE,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",988,751,138,463,10,899,47,18,5,0,0,2,5,2,There are 988 students enrolled at LYON.  76% are Low Income Students.  14% are Diverse Learners.  46.9% are Limited English Learners.,The largest demographic at LYON is Hispanic.  This demographic makes up 91% of the student population.  The second greatest demographic is White at 4.8%.,TRUE,Full Day,Full Day,08:30 AM-03:30 PM,,,,,TRUE,,TRUE,,,,,,"76, 91",,,,,,,,,GOOD STANDING,"Due to the effects of COVID-19, there is no school rating for SY 2022. Visit the <a href = 'https://www.cps.edu/strategic-initiatives/accountability-redesign/' target = '_blank'>Accountability Redesign page</a> for more information on how the district is redesigning its accountability system.","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2022-2023,,,,,,,,,,,Network 3,TRUE,FALSE,TRUE,FALSE,9/1/2004,,41.934192,-87.777174,POINT (-87.777174 41.934192),0,0,0
610047,4570,24301,MADISON,James Madison Elementary School,ES,FALSE,TRUE,TRUE,TRUE,"Madison offers a Fine and Performing Arts Magnet Cluster Program, along with a general education program. There is an Internet-accessible lab available to all classes, and teachers and parents, for professional development. We have a new parent center that's open for our parents for meetings, resume writing, and other training. Madison has a partnership with Intonation.",Principal,Talisa L Martin,Instructional Coach,Stacey Whitsett,7433 S DORCHESTER AVE,Chicago,Illinois,60619,7735350551,7735350582,https://www.cps.edu/schools/schoolprofiles/610047,https://madison.cps.edu,,,,,TRUE,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",210,178,24,4,197,10,0,0,0,0,0,3,0,0,There are 210 students enrolled at MADISON.  84.8% are Low Income Students.  11.4% are Diverse Learners.  1.9% are Limited English Learners.,The largest demographic at MADISON is Black.  This demographic makes up 93.8% of the student population.  The second greatest demographic is Hispanic at 4.8%.,TRUE,Full Day,Full Day,07:45 AM-02:45 PM,,,,,,,TRUE,,,,,,"28, X28, 30, 75",Red,Metra Electric District (ME),,,,,,,PROVISIONAL SUPPORT,"Due to the effects of COVID-19, there is no school rating for SY 2022. Visit the <a href = 'https://www.cps.edu/strategic-initiatives/accountability-redesign/' target = '_blank'>Accountability Redesign page</a> for more information on how the district is redesigning its accountability system.","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2022-2023,Clerk,Danielle M. Bryant Brock,,,,,,,,,Network 12,TRUE,FALSE,TRUE,FALSE,9/1/2004,,41.759548,-87.590712,POINT (-87.590712 41.759548),0,0,0
610048,4580,24311,MANIERRE,George Manierre Elementary School,ES,FALSE,TRUE,TRUE,TRUE,"<p>Manierre Elementary School offers a well rounded instructional program that promotes College, Careers, and Civics. Teachers and Staff at Manierre work well together and strive for excellence. Administration has implemented a data driven plan for instruction to increase academic performance.<br />  <br />  Manierre has a one-to-one ratio for technology integration in the classroom and has a computer lab. Each class is equipped with a Promethean Board. There is a math accelerated program for students in grades 2-8. </p>  <p>The school offers extended school hours as well as various after school programs to promote collaborative team building activities, sportsmanship, and a safe environment to engage with peers. &nbsp;<br />  <br />  Manierre has partnerships with many community organizations to support academic achievement and social emotional wellbeing for all students. &nbsp;The school&rsquo;s partners include but are not limited to: The Holiday Inn Mart Plaza - Chicago, DePaul University, Chicago Lights at Fourth Presbyterian Church, Lurie's Children's Hospital, Sit, Stay, Read, Respiratory Health Association, Green City Market, Peggy Notebaert, WITS, TOV, Moody Church, St.Michael's Church, WEF, and Junior Achievement.</p>",Principal,Tinishi P Davis,,,1420 N HUDSON AVE,Chicago,Illinois,60610,7735348456,7735348020,https://www.cps.edu/schools/schoolprofiles/610048,https://manierreferguson.org,http://www.facebook.com/ManierreElementary,,,,TRUE,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",280,224,41,4,248,23,6,0,0,0,0,1,0,2,There are 280 students enrolled at MANIERRE.  80% are Low Income Students.  14.6% are Diverse Learners.  1.4% are Limited English Learners.,The largest demographic at MANIERRE is Black.  This demographic makes up 88.6% of the student population.  The second greatest demographic is Hispanic at 8.2%.,TRUE,Full Day,Full Day,08:30 AM-03:30 PM,,3:30 PM - 5:15 PM (tutoring hours),8:15 a.m.,,,,TRUE,,,,,,"9, 11, 72","Brown, Purple",,,,,,,,INTENSIVE SUPPORT,"Due to the effects of COVID-19, there is no school rating for SY 2022. Visit the <a href = 'https://www.cps.edu/strategic-initiatives/accountability-redesign/' target = '_blank'>Accountability Redesign page</a> for more information on how the district is redesigning its accountability system.","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2022-2023,,,,,,,,,,,Network 4,TRUE,FALSE,TRUE,FALSE,9/1/2004,,41.908247,-87.639827,POINT (-87.639827 41.908247),0,0,0
610052,4610,24331,MANN,Horace Mann Elementary School,ES,FALSE,TRUE,TRUE,TRUE,"Mann, a Mathematics and Science Academy, offers students a technology-based learning environment. The school has two computer labs and two science labs, and it aims to provide its students with the skills necessary to succeed in today&rsquo;s tech-savvy world. The school recognizes student achievement through honor roll, rising star, perfect attendance, and other awards.",Principal,Karon Marie Purkett,Assistant Principal,Dawn Richardson,8050 S CHAPPEL AVE,Chicago,Illinois,60617,7735356640,7735356664,https://www.cps.edu/schools/schoolprofiles/610052,http://mann.cps.edu,,,,,TRUE,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",267,203,26,7,253,6,3,1,0,0,0,3,0,1,There are 267 students enrolled at MANN.  76% are Low Income Students.  9.7% are Diverse Learners.  2.6% are Limited English Learners.,The largest demographic at MANN is Black.  This demographic makes up 94.8% of the student population.  The second greatest demographic is Hispanic at 2.2%.,TRUE,Full Day,Full Day,08:00 AM-03:00 PM,,3:00PM-6:00PM,7:30AM,,,,TRUE,,,,,,"15, J14, 79",Red,,,,,,,,GOOD STANDING,"Due to the effects of COVID-19, there is no school rating for SY 2022. Visit the <a href = 'https://www.cps.edu/strategic-initiatives/accountability-redesign/' target = '_blank'>Accountability Redesign page</a> for more information on how the district is redesigning its accountability system.","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2022-2023,Assistant Principal,Sharon Wingfield,,,,,,,,,Network 12,TRUE,FALSE,TRUE,FALSE,9/1/2004,,41.748274,-87.574816,POINT (-87.574816 41.748274),0,0,0
610053,4620,24341,MARQUETTE,Marquette Elementary School,ES,FALSE,TRUE,TRUE,TRUE,Marquette offers the International Baccalaureate (IB) Middle Years Programme (MYP). Students in the IB Programme learn Spanish and Arabic. The school has a fully functional science lab and two computer labs. Marquette enjoys community partnerships with Southwest Organizing Project (SWOP).,Principal,Michael A Marzano,Assistant Principal,Alicia Marsh,6550 S RICHMOND ST,Chicago,Illinois,60629,7735359260,7735359266,https://www.cps.edu/schools/schoolprofiles/610053,https://marquettemustangs.org/,https://www.facebook.com/MarquetteMustangs6550,,,,TRUE,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",1006,807,164,410,314,669,17,0,0,0,0,3,2,1,There are 1006 students enrolled at MARQUETTE.  80.2% are Low Income Students.  16.3% are Diverse Learners.  40.8% are Limited English Learners.,The largest demographic at MARQUETTE is Hispanic.  This demographic makes up 66.5% of the student population.  The second greatest demographic is Black at 31.2%.,TRUE,Half Day,Full Day,08:00 AM-03:00 PM,,3:00 PM - 4:30 PM,7:45 AM,Spanish,TRUE,,TRUE,TRUE,,,,,63,"Green, Orange",,,,,,,,GOOD STANDING,"Due to the effects of COVID-19, there is no school rating for SY 2022. Visit the <a href = 'https://www.cps.edu/strategic-initiatives/accountability-redesign/' target = '_blank'>Accountability Redesign page</a> for more information on how the district is redesigning its accountability system.","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2022-2023,Assistant Principal,Jose Alvarado,School Counselor,Nicole Jones,Restorative Justice Coordinator,Aide Rios,,,,,Network 10,TRUE,FALSE,TRUE,FALSE,9/1/2004,,41.773881,-87.69703,POINT (-87.69703 41.773881),0,1,0
